Facility ID,Facility Name,City,County,Initial Issue Date,Renewal Date,Column1
117290,"B BRAUN MEDICAL, INC",IRVINE,OR,5/9/00,3/1/16,6059
166073,BETA OFFSHORE,HUNTINGTON BEACH,OR,3/12/10,12/10/15,6059
157152,"BOWERMAN POWER LFG, LLC",IRVINE,OR,3/12/10,8/4/15,6059
113518,"BREA PARENT 2007,LLC",BREA,OR,10/1/07,7/31/13,6059
111110,"BRISTOL FIBERLITE INDUSTRIES, INC",SANTA ANA,OR,9/22/99,10/14/10,6059
8309,CAMBRO MANUFACTURING CO,HUNTINGTON BEACH,OR,7/3/02,1/5/16,6059
153992,CANYON POWER PLANT,ANAHEIM,OR,3/23/10,11/6/15,6059
800302,CHEVRON PRODUCTS COMPANY,HUNTINGTON BEACH,OR,10/24/14,,6059
56940,CITY OF ANAHEIM/COMB TURBINE GEN STATION,ANAHEIM,OR,1/5/01,10/19/11,6059
150613,COSTCO WHOLESALE CORP./COSTCO GASOLINE,TUSTIN,OR,NOT ISSUED,,6059
800189,DISNEYLAND RESORT,ANAHEIM,OR,5/9/00,8/3/12,6059
5723,DUCOMMUN AEROSTRUCTURES INC,ORANGE,OR,5/6/02,5/6/12,6059
800091,EXXONMOBIL OIL CORP,ANAHEIM,OR,5/18/09,1/14/15,6059
96013,FURNITURE TRADITIONS INC,ORANGE,OR,4/28/00,6/8/10,6059
153033,GEORGIA-PACIFIC CORRUGATED LLC,BUENA PARK,OR,6/2/05,11/2/10,6059
157259,"GRAPHIC PACKAGING INTERNATIONAL, INC",IRVINE,OR,,9/2/11,6059
11245,HOAG HOSPITAL,NEWPORT BEACH,OR,6/16/09,12/23/14,6059
23401,HOOD MFG INC,SANTA ANA,OR,10/6/99,10/28/14,6059
157363,INTERNATIONAL PAPER CO,ANAHEIM,OR,,7/9/15,6059
3513,IRVINE RANCH WATER DIST,IRVINE,OR,9/21/15,,6059
21887,KIMBERLY-CLARK WORLDWIDE INC.-FULT. MILL,FULLERTON,OR,10/6/99,1/9/15,6059
1744,KIRKHILL - TA  COMPANY,BREA,OR,5/9/00,8/25/11,6059
80066,LAIRD COATINGS CORPORATION,HUNTINGTON BEACH,OR,3/24/04,12/3/15,6059
151532,"LINN OPERATING, INC",BREA,OR,8/29/01,9/2/11,6059
124906,LOS ANGELES TIMES COMMUNICATIONS LLC,COSTA MESA,OR,5/6/02,5/6/12,6059
2825,MCP FOODS INC,ANAHEIM,OR,7/30/04,7/21/10,6059
104004,"MICROMETALS, INC",ANAHEIM,OR,7/28/03,7/28/13,6059
117297,"MM PRIMA DESHECHA ENERGY, LLC",SAN JUAN CAPISTRANO,OR,4/7/08,3/12/14,6059
15558,NELCO PRODUCTS INC,ANAHEIM,OR,8/15/05,1/5/16,6059
10656,NEWPORT LAMINATES,SANTA ANA,OR,5/6/02,5/6/12,6059
5887,NEXGEN PHARMA INC,IRVINE,OR,6/3/05,4/4/12,6059
50418,"O C WASTE & RECYCLING, OLINDA ALPHA",BREA,OR,4/28/04,10/6/11,6059
69646,"OC WASTE & RECYCLING, FRB",IRVINE,OR,4/28/04,10/6/11,6059
52753,"OC WASTE & RECYCLING, PRIMA DESHECHA",SAN JUAN CAPISTRANO,OR,4/28/04,10/6/11,6059
52743,"OC WASTE & RECYCLING, SANTIAGO",ORANGE,OR,4/28/04,10/6/11,6059
17301,ORANGE COUNTY SANITATION DISTRICT,FOUNTAIN VALLEY,OR,1/12/09,4/16/14,6059
29110,ORANGE COUNTY SANITATION DISTRICT,HUNTINGTON BEACH,OR,1/12/09,4/16/14,6059
40991,"PLASTICOLOR MOLDED PRODUCTS, INC",FULLERTON,OR,11/21/01,11/25/10,6059
174340,"PRC DE SOTO INTERNATIONAL, INC.",IRVINE,OR,,8/1/12,6059
82657,QUEST DIAGNOSTICS INC,SAN JUAN CAPISTRANO,OR,1/30/09,1/30/15,6059
153095,SA RECYCLING,ANAHEIM,OR,8/23/05,7/8/11,6059
13920,SAINT JOSEPH HOSPITAL,ORANGE,OR,2/17/02,12/12/12,6059
9898,SCIENTIFIC SPRAY FINISHES INC,FULLERTON,OR,6/18/01,7/26/11,6059
800279,"SFPP, L.P. (NSR USE ONLY)",ORANGE,OR,1/26/09,5/16/14,6059
51475,SO CAL EDISON CO,STANTON,OR,4/3/07,6/8/12,6059
169754,"SO CAL HOLDING, LLC",HUNTINGTON BEACH,OR,NOT ISSUED,,6059
114083,"SOLUTIONS UNLIMITED, WILSON'S ART STUDIO",FULLERTON,OR,6/18/01,9/2/11,6059
392,TAYLOR-DUNN MFG CO,ANAHEIM,OR,3/26/01,4/27/11,6059
84273,"TEVA PARENTERAL MEDICINES, INC",IRVINE,OR,7/11/02,11/21/14,6059
96037,TEXTURE DESIGN FURNITURE INC,ANAHEIM,OR,10/1/01,10/1/11,6059
40841,THE DOT PRINTER INC,IRVINE,OR,4/16/01,6/7/11,6059
53729,"TREND OFFSET PRINTING SERVICES, INC",LOS ALAMITOS,OR,5/9/00,7/6/10,6059
800263,"U.S. GOVT, DEPT OF NAVY",SAN CLEMENTE,OR,6/2/00,8/29/12,6059
800288,UNIV CAL IRVINE (NSR USE ONLY),IRVINE,OR,3/26/01,11/12/14,6059
2846,VISTA PAINT CORP,FULLERTON,OR,8/1/02,4/27/11,6059
62617,WILLARD MARINE INC,ANAHEIM,OR,1/13/03,1/22/14,6059
70021,XERXES CORP ( A DELAWARE CORP),ANAHEIM,OR,4/16/01,1/31/12,6059
800088,3M COMPANY,CORONA,RV,5/9/00,5/4/12,6065
45489,"ABBOTT CARDIOVASCULAR SYSTEMS, INC.",TEMECULA,RV,10/26/01,1/11/12,6065
3704,"ALL AMERICAN ASPHALT, UNIT NO.01",CORONA,RV,9/15/06,10/27/11,6065
152948,AMERICAN DOCK BOX,NUEVO,RV,8/15/05,11/29/11,6065
117140,"AOC, LLC",PERRIS,RV,3/17/05,11/18/11,6065
1073,BORAL ROOFING LLC,CORONA,RV,7/7/00,2/3/16,6065
163553,"CHAMPION HOME BUILDERS, INC",CORONA,RV,3/26/01,11/29/11,6065
139796,CITY OF RIVERSIDE PUBLIC UTILITIES DEPT,RIVERSIDE,RV,4/29/05,8/10/11,6065
141901,"CMH MFG WEST INC, GOLDEN WEST HOMES DBA",PERRIS,RV,,9/2/11,6065
68042,"CORONA ENERGY PARTNERS, LTD",CORONA,RV,5/20/04,10/18/11,6065
3721,DART CONTAINER CORP OF CALIFORNIA,CORONA,RV,3/26/01,10/8/10,6065
7417,EASTERN MUNICIPAL WATER DIST,PERRIS,RV,10/31/08,11/1/13,6065
1703,EASTERN MUNICIPAL WATER DISTRICT,TEMECULA,RV,10/13/08,11/6/13,6065
163177,"FLEETWOOD HOMES, INC.",RIVERSIDE,RV,4/16/01,9/16/11,6065
72351,GALASSO'S BAKERY,MIRA LOMA,RV,7/28/04,5/27/10,6065
62862,IMPERIAL IRRIGATION DISTRICT/ COACHELLA,COACHELLA,RV,1/16/09,12/4/14,6065
129816,"INLAND EMPIRE ENERGY CENTER, LLC",MENIFEE,RV,8/5/05,10/18/11,6065
172755,MARTIN ENTERPRISES,NUEVO,RV,5/2/12,,6065
94872,METAL CONTAINER CORP,MIRA LOMA,RV,10/1/01,10/28/11,6065
40806,NEW BASIS,RIVERSIDE,RV,11/28/01,11/29/11,6065
17953,PACIFIC CLAY PRODUCTS INC,LAKE ELSINORE,RV,10/18/99,10/27/11,6065
102268,"PREPRODUCTION PLASTICS, INC",CORONA,RV,2/4/02,1/22/13,6065
132368,QG PRINTING CORP,RIVERSIDE,RV,8/1/02,8/13/13,6065
179137,QG PRINTING II CORP,RIVERSIDE,RV,5/9/00,10/2/15,6065
94272,RGF ENTERPRISES INC,CORONA,RV,8/15/05,11/2/10,6065
15793,"RIV CO, WASTE RESOURCES MGMT DIST, LAMB",BEAUMONT,RV,9/9/08,3/28/14,6065
6979,"RIV CO., WASTE MGMT, BADLANDS LANDFILL",MORENO VALLEY,RV,9/9/08,3/28/14,6065
800182,RIVERSIDE CEMENT CO,RIVERSIDE,RV,11/10/04,11/18/11,6065
800113,"ROHR, INC.",RIVERSIDE,RV,5/9/00,7/6/10,6065
4242,SAN DIEGO GAS & ELECTRIC,MORENO VALLEY,RV,5/9/00,8/15/14,6065
152707,SENTINEL ENERGY CENTER LLC,NORTH PALM SPRINGS,RV,4/15/11,,6065
54402,SIERRA ALUMINUM COMPANY,RIVERSIDE,RV,6/2/00,9/15/11,6065
173108,"SILVER CREEK INDUSTRIES, INC",PERRIS,RV,4/23/13,,6065
74830,THORO PACKAGING INC,CORONA,RV,8/2/05,12/8/15,6065
113674,U S A WASTE OF CAL(EL SOBRANTE LANDFILL),CORONA,RV,10/14/04,3/30/12,6065
127299,"WILDFLOWER ENERGY LP/INDIGO  GEN., LLC",NORTH PALM SPRINGS,RV,7/13/01,10/18/11,6065
,Morongo Casino - Cogeneration Facility,Banning,RV,4/16/01,1/31/12,6065
59237,AMERICAN SECURITY PRODUCTS CO INC,FONTANA,SB,6/18/01,7/26/11,6069
177289,"ARAKELIAN ENTERPRISES, INC",RIALTO,SB,NOT ISSUED,,6069
178637,"ARAKELIAN ENTERPRISES, INC",REDLANDS,SB,NOT ISSUED,,6069
179893,"ARLON ELECTRONIC MAT'LS, DIV OF ROGERS C",RANCHO CUCAMONGA,SB,6/18/11,6/18/11,6069
118379,ARROWHEAD REGIONAL MEDICAL CTR,COLTON,SB,6/21/05,10/19/11,6069
176339,BECKER SPECIALTY CORP.,FONTANA,SB,7/26/05,9/16/11,6069
115622,"BORAL ROOFING, LLC",RIALTO,SB,7/27/04,5/4/11,6069
119940,BUILDING MATERIALS MANUFACTURING CORP,FONTANA,SB,4/23/02,12/13/13,6069
800181,CALIFORNIA PORTLAND CEMENT CO,COLTON,SB,2/1/09,7/2/14,6069
46268,CALIFORNIA STEEL INDUSTRIES INC,FONTANA,SB,6/2/00,2/1/11,6069
800022,"CALNEV PIPE LINE, LLC",BLOOMINGTON,SB,4/16/01,9/7/11,6069
172077,CITY OF COLTON,COLTON,SB,5/5/15,10/31/14,6069
167499,"CSM BAKERY PRODUCTS NA, INC",COLTON,SB,NOT ISSUED,,6069
179338,"DUNCAN BROTHERS, INC.",GRAND TERRACE,SB,NOT ISSUED,,6069
117225,"EQUILON ENTER. LLC, SHELL OIL PROD. U S",BLOOMINGTON,SB,5/18/09,12/11/14,6069
11716,FONTANA PAPER MILLS INC,FONTANA,SB,5/11/00,6/22/11,6069
346,"FRITO-LAY, INC.",RANCHO CUCAMONGA,SB,2/22/01,5/7/13,6069
12332,GATX CORPORATION,COLTON,SB,7/10/02,6/8/10,6069
142907,GREIF PACKAGING  LLC,FONTANA,SB,8/13/01,8/13/11,6069
19130,HALLMARK SW CORP,LOMA LINDA,SB,3/6/06,6/7/11,6069
139808,INLAND EMPIRE REGIONAL COMPOSTING AUTHOR,RANCHO CUCAMONGA,SB,11/30/10,11/6/15,6069
147371,INLAND EMPIRE UTILITIES AGENCY,CHINO,SB,8/28/06,3/8/12,6069
9163,"INLAND EMPIRE UTL  AGEN, A MUN WATER DIS",ONTARIO,SB,8/1/08,8/1/13,6069
151843,INSULFOAM,CHINO,SB,8/17/03,7/19/11,6069
119741,JENSEN PRECAST,FONTANA,SB,2/1/05,4/29/10,6069
36909,"LA CITY, DEPARTMENT OF AIRPORTS",ONTARIO,SB,6/17/05,1/5/16,6069
800234,LOMA LINDA UNIV,LOMA LINDA,SB,4/13/01,12/14/11,6069
39855,"MIZKAN AMERICA, INC",RANCHO CUCAMONGA,SB,9/9/08,1/17/14,6069
115563,"NCI GROUP INC., DBA, METAL COATERS OF CA",RANCHO CUCAMONGA,SB,10/1/01,10/28/11,6069
172005,"NEW- INDY ONTARIO, LLC",ONTARIO,SB,10/21/10,1/29/16,6069
129660,NM MID VALLEY GENCO LLC,RIALTO,SB,5/31/02,10/31/13,6069
115315,"NRG CALIFORNIA SOUTH LP, ETIWANDA GEN ST",ETIWANDA,SB,8/19/99,11/5/14,6069
47781,OLS ENERGY-CHINO,CHINO,SB,1/5/01,11/7/14,6069
171329,PHILLIPS 66 COLTON TERMINAL - EAST,RIALTO,SB,2/23/09,9/3/14,6069
171320,PHILLIPS 66 COLTON TERMINAL - WEST,BLOOMINGTON,SB,10/7/11,10/7/11,6069
132191,"PURENERGY OPERATING SERVICES, LLC",COLTON,SB,10/18/01,10/28/14,6069
132192,"PURENERGY OPERATING SERVICES, LLC",COLTON,SB,10/18/01,10/28/14,6069
14437,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,SB,3/26/01,11/1/11,6069
58044,SAN BER CNTY SOLID WASTE  MGMT - COLTON,COLTON,SB,12/14/07,9/11/13,6069
7068,SAN BER CNTY SOLID WASTE MGMT,REDLANDS,SB,12/14/07,7/23/13,6069
50299,SAN BER CNTY SOLID WASTE MGMT MID VALLEY,RIALTO,SB,12/14/07,9/11/13,6069
7371,SAN BER CNTY SOLID WASTE MGMT- MILLIKEN,ONTARIO,SB,12/14/07,9/11/13,6069
15504,SCHLOSSER FORGE COMPANY,RANCHO CUCAMONGA,SB,6/2/00,1/5/11,6069
800129,"SFPP, L.P.",BLOOMINGTON,SB,11/21/14,,6069
85943,SIERRA ALUMINUM COMPANY,FONTANA,SB,10/18/99,11/17/10,6069
43201,SNOW SUMMIT INC,BIG BEAR LAKE,SB,3/26/01,3/27/12,6069
51003,SO CAL EDISON CO,ONTARIO,SB,4/3/07,6/8/12,6069
1334,SOC-CO PLASTIC COATING CO,RANCHO CUCAMONGA,SB,8/15/05,6/7/11,6069
36738,"SORENSON ENGINEERING INC, FRANK SORENSON",YUCAIPA,SB,12/30/03,12/30/13,6069
149620,SOUTHERN CALIFORNIA EDISON,RANCHO CUCAMONGA,SB,3/1/07,6/8/12,6069
160437,SOUTHERN CALIFORNIA EDISON,REDLANDS,SB,4/9/10,,6069
126498,"STEELSCAPE, INC",RANCHO CUCAMONGA,SB,5/6/02,5/6/12,6069
123970,SUNDANCE SPAS INC,CHINO,SB,1/20/03,7/8/13,6069
18931,TAMCO,RANCHO CUCAMONGA,SB,1/2/03,12/4/13,6069
172593,TERVITA (US OPERATIONS) LLC,RANCHO CUCAMONGA,SB,12/4/13,,6069
174705,"TESORO LOGISTICS, COLTON TERMINAL",BLOOMINGTON,SB,1/26/09,5/23/14,6069
43436,"TST, INC.",FONTANA,SB,10/18/99,5/3/11,6069
79691,"VACMET, INC.",RANCHO CUCAMONGA,SB,8/13/01,9/23/11,6069
14495,VISTA METALS CORPORATION,FONTANA,SB,7/19/04,1/6/11,6069
A0017,Lehigh Southwest Cement Company,Cupertino,SC,3/25/2011,,6087
A0041,Owens Corning,Santa Clara,SC,N/A,,6087
A0621,City of Santa Clara,Santa Clara,SC,N/A,,6087
A0710,United Technologies Corporation,San Jose,SC,Cancelled Permit,,6087
A0732,Graphic Packaging International,Santa Clara,SC,N/A,,6087
A0733,City of Sunnyvale Water Pollution Control,Sunnyvale,SC,3/11/2013,,6087
A0778,San Jose Santa Clara Water Pollution Control,San Jose,SC,N/A,,6087
A1629,Cardinal Cogen a Joint Venture,Palo Alto,SC,11/28/2012,,6087
A1812,Kirby Canyon Landfill,San Jose,SC,N/A,,6087
A2124,Read Rite Corporation,Milpitas,SC,Cancelled Permit,,6087
A2561,Shoreline Amphitheatre,Mountain View,SC,N/A,,6087
A2721,City of Palo Alto Landfill,Palo Alto,SC,N/A,,6087
A2740,City of Mountain View Shoreline Landfill,Mountain View,SC,N/A,,6087
A2918,Hubbell Lenoir City Inc,San Jose,SC,N/A,,6087
A3294,Guadalupe Rubbish Disposal,San Jose,SC,11/19/2013,,6087
A3464,City of Santa Clara Landfill,Santa Clara,SC,Cancelled Permit,,6087
A4020,SFPP LP,San Jose,SC,N/A,,6087
A5472,BFI,Milpitas,SC,11/28/2012,,6087
A5905,City of Sunnyvale Landfill and SMaRT Station,Sunnyvale,SC,7/30/2013,,6087
A6044,OLS Energy Agnews,San Jose,SC,Cancelled Permit,,6087
A7265,International Power Technology,San Jose,SC,N/A,,6087
A9248,InteliCoat,Sunnyvale,SC,Cancelled Permit,,6087
B1180,Calpine Gilroy Cogen and Gilroy Energy Center,Gilroy,SC,N/A,,6087
B1669,Guadalupe Energy Holdings LLC,San Jose,SC,Cancelled Permit,,6087
B1670,Gas Recovery Systems Inc,San Jose,SC,Cancelled Permit,,6087
B2183,Metcalf Energy Center LLC,San Jose,SC,N/A,,6087
B3289,Los Esteros Critical Energy Facility,San Jose,SC,4/20/2012,,6087
B4991,Donald Von Raesfeld Power Plant,Santa Clara,SCL,3/11/2013,,6085
A0024,PG and E Co Hunters Point Power Plant,San Francisco,SF,Cancelled Permit,,6075
A0026,Mirant Potrero LLC,San Francisco,SF,Cancelled Permit,,6075
A0051,United Airlines SF Maintenance Center,San Francisco,SF,2/16/2011,,6075
A1784,San Francisco International Airport,San Francisco,SF,N/A,,6075
A3288,BAE Systems San Francisco Ship Repair Inc,San Francisco,SF,5/1/2011,,6075
A3974,SF General Hospital,San Francisco,SF,4/14/2015,,6075
B6151,NRG Energy Center,San Francisco,SF,1/12/2012,,6075
A1364,Cypress Amloc Land Co Inc,Colma,SM,N/A,,6081
A2266,Browning Ferris Industries of CA Inc,Half Moon Bay,SM,2/14/2014,,6081
A4021,SFPP,Brisbane,SM,3/14/2014,,6081
B0521,Communications and Power Industries Inc,San Carlos,SM,N/A,,6081
B1668,Gas Recovery Systems Inc,Menlo Park,SM,Cancelled Permit,,6081
A0148,Ball Metal Beverage Container Corporation,Fairfield,SOL,N/A,,6095
A0606,Anheuser Busch Inc,Fairfield,SOL,6/8/2016,,6095
A0901,Valero Benicia Asphalt Plant,Benicia,SOL,N/A,,6095
A1665,Rexam Beverage Can Company,Fairfield,SOL,11/6/2012,,6095
A2039,Potrero Hills Landfill Inc,Suisun City,SOL,N/A,,6095
B2626,Valero Refining Company California,Benicia,SOL,N/A,,6095
B4414,Creed Energy Center,Suisun City,SOL,11/1/2011,,6095
B4415,Gilroy Energy Center,Suisun City,SOL,N/A,,6095
B4416,Goose Haven Energy Center,Suisun City,SOL,8/29/2011,,6095
B4511,Gilroy Energy Center LLC Wolfskill Energy Ctr,Fairfield,SOL,4/5/2012,,6095
B5574,NuStar Logistics LP,Benicia,SOL,N/A,,6095
A1403,City of Santa Rosa Wastewater Treatment,Santa Rosa,SON,3/1/2013,,6097
A2254,Sonoma County Department of Public Works,Petaluma,SON,2/22/2013,,6097
A7974,Western Fiberglass Inc,Santa Rosa,SON,1/30/2014,,6097
A0031,Dow Chemical Company,Pittsburg,,12/17/2015,,6111
B9169,Marsh Landing Generating Station,Antioch,,10/14/2015,,6113
A0606,Anheuser Busch Inc,Fairfield,,6/8/2016,,6115
A6499,Commercial Pattern Inc,Hayward,,5/12/2016,,6063
B0295,Air Products and Chemical Inc,Martinez,,6/30/2015,,6057
A7034,Pacific Plains Products Terminals LLC,Martinez,,6/5/2015,,6057
A3974,SF General Hospital,San Francisco,,4/14/2015,,6057
