a,a,a,a,a
648020230,TRINITY MEYER UTILITY STRUCTURES LLC,W8020 150th Ave,Hager City,Pierce
648021660,NCCM COMPANY LLC,715 Saint Croix St Ste 5,River Falls,Saint Croix
648023310,PROTEIN TECHNOLOGIES INTERNATIONAL,PO Box 36,Hager City,Pierce
648023420,UW RIVER FALLS,,River Falls,Pierce
648032660,HIGHWAY 10 SAND PROCESSING PLANT,W2326 Us Highway 10,Plum City,Pierce
648035300,NESTLE PURINA PET CARE CO,N1725 805th St,Hager City,Pierce
648038160,BERGQUIST CO,1600 Orrin Rd,Prescott,Pierce
648045860,WISCONSIN INDUSTRIAL SAND LLC,W3302 Highway 35 S,Maiden Rock,Pierce
648051470,FEDERAL FOAM TECHNOLOGIES INC - ELLSWORTH,312 Industrial Rd,Ellsworth,Pierce
648054660,NORTHTOWN CLEANERS (RED WING CLEANERS & LAU),402 N Main St,River Falls,Pierce
648057850,RIVER FALLS AREA HOSPITAL,1629 E Division St,River Falls,Saint Croix
648059200,DIAMOND BLUFF INDUSTRIAL SAND,N 1891 830th Street,Hager City,Pierce
648063020,WISCONSIN INDUSTRIAL SAND (BAY CITY MINE),W5900 State Rd 35,Bay City,Pierce
648063130,WISCONSIN INDUSTRIAL SAND (DIAMOND BLUFF MINE),N3739 State Road 35,Prescott,Pierce
648063790,RAMSEY HILL EXPLORATIN LLC -RHEX MINE,Highway 10 and 390th Avenue,Maiden Rock,Pierce
649001650,MIDWEST POWER AND NORTHLAND POWER-JOINT VENTURE,Osceola Twnship,Osceola,Polk
649008140,OSCEOLA CLEANERS,Second Avenue,Osceola,Polk
649008800,VAN WATERS & ROGERS,Industrial Park,St Croix Falls,Polk
649009240,CITY OF AMERY LANDFILL,Lincoln Street,Amery,Polk
649009570,JOHNSON'S SANITATION,PO Box 37,Star Prairie,Polk
649010010,DANIEL ROTH,Clayton Twn,Clayton Tn,Polk
649013860,NORTHWESTERN WISCONSIN ELECTRIC CO,106 Ash St East,Frederic,Polk
649014410,VIKING GAS TRANSMISSION CO #2222,2077 70th Ave,Osceola,Polk
649017050,OXBO INTERNATIONAL,100 Bean St,Clear Lake,Polk
649017710,AMERY TECHNICAL PRODUCTS INC (AMTEC),241 Venture Dr,Amery,Polk
649018810,TRI KEN INC,Hwy 8,Saint Croix Falls,Polk
649028490,FOREMOST FARMS USA - CLAYTON,100 Main St N,Clayton,Polk
649028820,F & A DAIRY PRODUCTS INC,212 Wisconsin 35,Dresser,Polk
649029260,ADVANCED FOOD PRODUCTS LLC,600 1st Ave W,Clear Lake,Polk
649029700,POLARIS INDUSTRIES INC,805 Seminole Ave,Osceola,Polk
649032340,DRESSER TRAP ROCK INC,1000 N East Ave # 35,Dresser,Polk
649033330,GREENWHEY ENERGY INC,465 Western Blvd,Turtle Lake,Barron
649049610,WISCONSIN WHEY PROTEINS LLC,461 Western Blvd,Turtle Lake,Barron
649052250,MACDONALD AND OWEN LUMBER CO,230 Duncan St,Luck,Polk
649056320,SCHUETTS SERVICE,Rr 2,Clear Lake,Polk
649056760,CENTURIA RACEWAYS,Polk Cnty Fairgrounds,Centuria,Polk
649057310,RIVER STREET ENTERPRISES,327 River Ave,Amery,Polk
649059620,KROY INC,108 Industrial Dr,Osceola,Polk
649060390,ROTH DANIEL,Route 2 Clear Lake Tn,Clayton,Polk
649062150,BUSS ELECTRIC INC,Corner of Oak & Peake Sts,Frederic,Polk
649062260,JOHNSON INVAR TIRE BURN,Rr 1,Balsam Lake,Polk
649063800,BISHOP FIXTURE AND MILLWORK CO,101 Eagle Dr,Balsam Lake,Polk
649064680,DUREX PRODUCTS,112 W 1st St,Luck,Polk
649065780,WOODGOODS INDUSTRIES INC,407 S Duncan St,Luck,Polk
649067210,CUSTOM URETHANE ENGINEERING INC,806 Prospect Ave,Osceola,Polk
649070730,STRANDBERGS AUTO,615 Polk Ave,Centuria,Polk
649077550,AMERICAN BRONZE CASTING LTD,728 Prospect Ave,Osceola,Polk
649077660,BENDING BRANCHES INC,812 Prospect Ct,Osceola,Polk
649082610,AMERY MIDDLE SCHOOL,501 Minneapolis Ave S,Amery,Polk
649087230,WATERMAN'S SANITATION & RECYCLING,PO Box 402,Amery,Polk
649087560,QUANEX HOMESHIELD LLC,501 S Main St,Luck,Polk
649091300,MILESTONE MATERIALS - CATARACT GREEN PIT #184,9629/9631 Camp Avenue,Little Falls,Monroe
649092950,JIM'S BODY SHOP,250 6th Ave,Clear Lake,Polk
649094270,RIVERLOFTS LIMITED LIABILITY CORP,400 E Kentucky St,Saint Croix Falls,Polk
649094380,ARS ASBESTOS REMOVAL SERVICES,2796 9th St,Frederic,Polk
656002160,TAMMEC LLC,1190 County Road G,New Richmond,Saint Croix
656007990,LAKESIDE FOODS,660 N 2nd St,New Richmond,Saint Croix
656008210,JMJH PROPERTIES LLC,N2157 County Road C,Elmwood,Saint Croix
656008540,DOMAIN INC,156 High St,New Richmond,Saint Croix
656009420,NOR-LAKE INC,County Road U At Highway 12,Hudson,Saint Croix
656010520,J L SHIELY CO,Glenwood Township,Glenwood City,Saint Croix
656010630,BOSCH PACKAGING TECHNOLOGY INC,869 S Knowles Ave,New Richmond,Saint Croix
656011840,NEW RICHMOND CITY LF UNCLASFD,156 1st St,Star Prairie,Polk
656028670,BALDWIN VIL RUSH RIVER TN MED LF,Rr 1 Box 220A,Rush River,Saint Croix
656029550,MCMILLAN ELECTRIC CO,400 Best Rd,Woodville,Saint Croix
656030100,FLEXOPRINT INC,1560 10th Ave,Baldwin,Saint Croix
656031750,ST CROIX PRESS INC,1185 S Knowles Ave,New Richmond,Saint Croix
656031860,DONALDSON COMPANY INC,980 Locust St,Baldwin,Saint Croix
656032410,S & S COATINGS INC,2267 80th St,New Richmond,Saint Croix
656034720,VARGO JAMES,Rr 2,Somerset,Saint Croix
656035160,ANDERSON INDUSTRIES U S METALFAB,N 4th St & N Monroe,N Hudson,Saint Croix
656042090,DOBOY FOREST FEED MILL,Emerald,Emerald,Saint Croix
656043960,OEM FABRICATORS INC,2091 US Highway 12,Baldwin,Saint Croix
656044070,LOPAREX LLC,1740 Ridgeway St,Hammond,Saint Croix
656044180,AMERICAN RESOURCE RECOVERY,Hwy K & 120th St.,New Richmond,Saint Croix
656045170,COUNTY CONCRETE,I-94 & State Hwy 65,Roberts,Saint Croix
656045500,JOHNSON CLEANERS,104 S Knowles Ave,New Richmond,Saint Croix
656049570,RIVERTOWN CLEANERS,403 2nd St,Hudson,Saint Croix
656051110,UNITED GEAR & ASSEMBLY INC,1700 Livingstone Rd,Hudson,Saint Croix
656051880,EMPIRE MANUFACTURING CO,1360 Livingstone Rd,Hudson,Saint Croix
656052540,TRIENT TECHNOLOGIES,480 Thompson Rd,Woodville,Saint Croix
656053640,MISTY MEADOWS WOOD PRODUCTS INC,751 7th St,Glenwood City,Saint Croix
656055730,WI DOT: I-94 AND CARMICHAEL RD INTERCHANGE,I-94/Carmichael Rd Interch,Hudson,Saint Croix
656055950,CROIXLAND PROPERTIES LIMITED PARTNERSHIP,NE Corner Cth,Hudson,Saint Croix
656057050,PERRY'S AUTO SALVAGE,Rr 5,New Richmond,Saint Croix
656058480,SONS TOOL INC,460 Thompson Rd,Woodville,Saint Croix
656058920,ST CROIX MEADOWS,2200 Carmichael Rd,Hudson,Saint Croix
656062660,NORTHERN METAL FAB INC,510 Vandeberg St,Baldwin,Saint Croix
656066840,CRYSTAL FINISHING SYSTEMS INC FACILITY 8,333 Troy St,River Falls,Saint Croix
656067390,OEM FABRICATORS INC,300 McMillan Rd,Woodville,Saint Croix
656070140,FEDERAL FOAM TECHNOLOGIES,600 Wisconsin Dr,New Richmond,Saint Croix
656080590,ROBERTS CONCRETE PRODUCTS,856 Highway 65,Roberts,Saint Croix
656083010,PRECO INC,500 Laser Dr,Somerset,Saint Croix
656083780,CRI RECYCLING SERVICE INC,101 Hagen Dr,Woodville,Saint Croix
656090160,POLLY WALL INTERNATIONAL INC,2001 Oneil Rd,Hudson,Saint Croix
656092580,O'KEEFE INC,611 Highland Dr,River Falls,Pierce
656093570,AMERICAN STRUCTURAL METALS,777 Lehmann Way,Somerset,Saint Croix
656096980,O'CONNELL FAMILY FUNERAL HOMES & CREMATION SERVICE,1010 Newton St,Baldwin,Saint Croix
656108530,ST CROIX RIVER BRIDGE AND APPROACHES,Sth 64,St Joseph,Saint Croix
656109410,MILESTONE MATERIALS - WILSON QUARRY #384,3232 Highway 12,Knapp,Saint Croix
656110290,U S MINERALS INC,70th Avenue (Between Wi-65 And 130th St,Roberts,Saint Croix
656110400,HI-TEC FINISHING LLC,581 County Road a Ste A,Hudson,Saint Croix
656113700,VISTA SAND,3251 County Road G,Glenwood City,Saint Croix
662000240,HAWKEYE FOREST PRODUCTS L P,23822 3rd St,Trempealeau,Trempealeau
662006720,ASHLEY FURNITURE INDUSTRIES,1 Ashley Way,Arcadia,Trempealeau
662006730,ASHLEY FURNITURE INC,350 Madison Street,Arcadia,Trempealeau
662008820,NELSON GLOBAL PRODUCTS INC - ARCADIA,1450 E Wilson Ave,Arcadia,Trempealeau
662012890,INDEPENDENCE READY MIXED CONCRETE INC,Rr 1,Independence,Trempealeau
662016850,ARCADIA ENTERPRISES,Washington St,Arcadia,Trempealeau
662016960,GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,18601 Lincoln St,Whitehall,Trempealeau
662020810,BADGER STAINLESS INC,13192 Main St.,Pigeon Falls,Trempealeau
662021250,UNIVERSAL TRUCK EQUIPMENT INC,N15921 Schubert Rd,Galesville,Trempealeau
662022020,BLAIR GRAIN,420 North Park Road,Blair,Trempealeau
662026310,DSM NUTRITIONAL PRODUCTS LLC,501 Washington St,Arcadia,Trempealeau
662026420,ASSOCIATED MILK PRODUCERS INC (AMPI)-WHEY,E Center St At Gilbert St,Blair,Trempealeau
662026640,ASSOCIATED MILK PRODUCERS INC (AMPI)-CHEESE,400 Main St,Blair,Trempealeau
662028620,PREFERRED SANDS OF WISCONSIN LLC,N33005 Helmers Rd,Blair,Trempealeau
662029060,ARCADIA MUNICIPAL ELECTRIC,115 S Jackson St,Arcadia,Trempealeau
662029170,INTERNATIONAL INGREDIENT CORPORATION - WHITEHALL,36353 West St,Whitehall,Trempealeau
662029280,JAMES AND NANCY GUZA PIT,N32706 River Valley Rd,Arcadia,Trempealeau
662029390,SUCHLA FAMILY FARM INC PIT,N26892 County Road J,Arcadia,Trempealeau
662029610,OTTAWA SAND CO,N27557 Thompson Valley Rd,Arcadia,Trempealeau
662029720,PATZNER SAND PIT,W23748 State Road 95,Arcadia,Trempealeau
662029940,ALPINE SAND LLC,SW Corner of Wi Hwy 95 And Soppa Road,Arcadia,Trempealeau
662030380,ROSSA PIT SAND MINE,N26818 Joe Rossa Ln,Arcadia,Trempealeau
662030490,NORTH CREEK SAND LLC,N3144 Paul Sonsalla Lane,Arcadia,Trempealeau
662030820,RAY WELTZIEN SAND MINE,S1/2 of The SW 1/4 of Section 35 Town 20 North Ran,Arcadia,Trempealeau
662031040,MISSISSIPPI SAND ARCADIA,N27557 Thompson Valley Rd,Arcadia,Trempealeau
662031150,FML SAND ARCADIA,Hwy 95,Arcadia,Trempealeau
662031260,TREMPEALEAU COUNTY HIGHWAY DEPT,N36232 County Road Qq,Whitehall,Trempealeau
662032030,VERNON BUE SAND MINE,T20n R7w Sec 30,Ettrick,Trempealeau
662032140,10K INTERNATIONAL - NON-METALLIC MINE - BORK AND BRAGGER PROPERTIES,County Road X,Independence,Trempealeau
662035990,SEVEN SANDS LLC,S1678 County Highway U,Independence,Trempealeau
662042370,SPARTAN SAND LLC D95 NORTH SITE (TENNESON),T21 R8w S22 And 27,Preston,Trempealeau
662043470,SPARTAN SAND LLC D95 SOUTH SITE (TENNESON),T21 R8w S26 Sw1/4 And S27 SE 1/4,Preston,Trempealeau
662047870,ASHLEY FURNITURE INDUSTRIES,State Road 121,Whitehall,Trempealeau
662048640,MIDDLETON ALVIN,PO Box 63,Eleva,Trempealeau
662048860,ASHLEY FURNITURE,305 Walnut Street,Independence,Trempealeau
662050180,GLOBAL FINISHING SOLUTIONS INC,12731 Norway Rd,Osseo,Trempealeau
662051500,S & S WOOD PRODUCTS,35335 Greene St,Independence,Trempealeau
662052930,P & S FOREST PRODUCTS,303 East End Road,Independence,Trempealeau
662054140,PHONECO INC,19813 E Mill Rd,Galesville,Trempealeau
662056120,ELEVA AUTO SALVAGE,PO Box 56,Eleva,Trempealeau
662056780,FOUR SEASONS FS INC,3rd Ave South,Strum,Trempealeau
662057880,GOLDÕN PLUMP FARMS LIMITED PARTNERSHIP LLC,N29118 State Highway 93,Arcadia,Trempealeau
662059530,PETE'S REPAIR,N15612 Ush 53,Galesville,Trempealeau
662060630,ARCADIA READY-MIX,Rr 3,Arcadia,Trempealeau
662063380,GNP CO,209 N 3rd St,Arcadia,Trempealeau
662067560,HI-CRUSH WHITEHALL LLC,W20757 County Road Q,Whitehall,Trempealeau
662068110,KRAEMER COMPANY (WHISTLERS PASS QUARRY),W27022 Whistlers Pass Rd,Trempealeau,Trempealeau
662068440,PREMIER SANDS (B AND B SANDS),NW NW Sec 2 19N 10W / T19n R10w Sec 2 (Nw) N of Hw,Arcadia,Trempealeau
662068660,SAND TRANS,W21222 Blaha Ln,Whitehall,Trempealeau
662068770,SIERRA FRAC SAND,W24813 State Road 95,Arcadia,Trempealeau
662068880,TAYLOR FRAC - SHIP OUT,W10562 S River Rd,Taylor,Trempealeau
662068990,10K INTERNATIONAL - PROKOP AND VALLEY ACRES LLC,Wolfe Rd,Independence,Trempealeau
662069100,K-FRAC - SWANSON MINE,W12508 Tappen Coulee Rd,Blair,Trempealeau
662069210,NIEDERKORN MINE,End of West Rd,Etterick,Trempealeau
662069320,PARAMOUNT SAND - SEGERSTROM MINE,W22924 Erickson Rd,Strum,Trempealeau
662069430,SCHNEIDER NON-METALLIC MINE,N29462 Andre Ln,Arcadia,Trempealeau
662069540,THE KRAEMER COMPANY LLC-TWESME SAND MINE QUARRY,N28067 Cth D,Arcadia,Trempealeau
662069650,ALLENERGY SAND,N25619 County Road J,Arcadia,Trempealeau
662070090,SAND PRODUCTS WISCONSIN LLC,W17750 Bunyan Rd,Blair,Trempealeau
662070310,SUPERIOR SILICA SANDS - INDEPENDENCE,River Valley Rd,Independence,Trempealeau
662070970,HI-CRUSH BLAIR LLC,W11262 South River Road,Blair,Trempealeau
663000800,WILD ROSE DAIRY,E11310 Buckeye Ridge Rd,La Farge,Vernon
663008390,WESTBY FABRICARE CENTER,213 Melby St,Westby,Vernon
663008830,NELSON GLOBAL PRODUCTS INC-- VIROQUA,Rusk Industrial Park,Viroqua,Vernon
663015980,WEBSTER INDUSTRIES INC WESTBY DIV,110 Webster St,Westby,Vernon
663020380,MT ROCK,S 5521 Highway 14,Viroqua,Vernon
663020930,DAIRYLAND POWER COOP GENOA STATION-EOP,Rr 1 Box 276,Genoa,Vernon
663021260,VIROQUA WHEY PRODS INC,524 N Center St,Viroqua,Vernon
663023350,RICHARD JOHNSON PROPERTY,E1398 Will Kumlin Rd,De Soto,Vernon
663034900,VIOLA MUNICIPAL ELECTRIC UTILITY,110 West Railroad St,Viola,Richland
663035120,LA FARGE MUNICIPAL UTILITIES (LFMU),227 S. Silver Street,La Farge,Vernon
663036110,BENDER'S CLEANERS,Same,,Vernon
663038310,VERNON COUNTY SOLID WASTE /RECYCLING FACILITY,S3705 County Road Landfill,Viroqua,Vernon
663045570,AGRI TECH FS INC,Shanghi Ridge Rd,Eastman,Vernon
663045790,A T & T,1201 North Mair,Viroqua,Vernon
663051180,LARSON BROTHERS BODY SHOP,208 S Main St,Westby,Vernon
663054590,HILLSBORO FARMERS CO-OP,PO Box 429,Hillsboro,Vernon
663056790,ADM GRAIN COMPANY -VIROQUA,700 E Power Dr,Viroqua,Vernon
663057780,UNITED COOPERATIVE - HILLSBORO,S1729 County Road Hh,Hillsboro,Vernon
701006020,ENBRIDGE ADAMS STATION,529 Cth M,Grand Marsh,Adams
701007670,GRANDE CUSTOM INGREDIENTS GROUP,1007 W Lake St,Friendship,Adams
701010530,OXFORD FEDERAL CORRECTIONAL INSTITUTION,County Road G And County Road E,Oxford,Adams
701034730,NEW CHESTER CLEAN ENERGY - NEW CHESTER DAIRY SITE,2563 5th Avenue,Grand Marsh,Adams
701038690,WESTROCK CP LLC,201 W Grove St,Adams,Adams
701038910,SLATER & SLATER INC,Adams,Adams,Adams
701039570,TRACKSIDE FERTILIZER,East End of Railroad St.,Adams,Adams
701040560,ADAMS COUNTY LANDFILL AND RECYCLING CENTER,1420 State Road 21,Friendship,Adams
701042870,RABL NORM,Cty Trunk M,Adams,Adams
701050240,TERRACE HOMES,301 S Main St,Adams,Adams
721007650,NICOLET HARDWOODS CORP,100 Mill St,Laona,Forest
721007760,SNOW RIVER PRODUCTS,809 N Central Ave,Crandon,Forest
721007870,CRANDON MINING CO,5 Miles S of Crandon,Crandon,Forest
721026900,W D FLOORING LLC,100 Mill St,Laona,Forest
721029100,FOREST COUNTY HIGHWAY DEPT,5350 County Rd W,Crandon,Forest
729000030,MASTERMOLD LLC PLT 3 MAUSTON,141 Ensch St,Mauston,Juneau
729000690,LEER INC MERCHANDISER DIVISION,206 Leer St,New Lisbon,Juneau
729001680,WISCONSIN RIVER POWER CO,N11397 18TH AVE,Necedah,Juneau
729003880,MARQUIS ENERGY - WISCONSIN LLC,N9585 State Road 80,Necedah,Juneau
729005860,NECEDAH PALLET CO INC,703 N Harvey St,Necedah,Juneau
729006960,WALSH BIOFUELS LLC,N3092 US Highway 12 and 16,Mauston,Juneau
729009160,LAND O' LAKES-PURINA,654 Bridge St,Union Center,Juneau
729009710,BURNSTAD'S SUPERMARKET,Rt. 82 And Lincoln Avenue,Mauston,Juneau
729009820,RAY O VAC CORP - MAUSTON,333 S Union St,Mauston,Juneau
729010040,MILE BLUFF MEDICAL CENTER,1050 Division St,Mauston,Juneau
729011030,JUNEAU CNTY LF #1,W7611 Ceylon Rd # 1,Mauston,Juneau
729011580,NEW LISBON ELECTRIC & WATER DEPT,218 E Bridge St,New Lisbon,Juneau
729018620,BRENNER TANK MAUSTON,N3760 US Highway 12 and 16,Mauston,Juneau
729031930,PARKER HANNIFIN CORP REFRIG SPEC DIVISION,1040 Parker Dr,Mauston,Juneau
729032150,NECEDAH SCREW MACHINE PRODUCTS INC,900 N Harvey St,Necedah,Juneau
729032370,VP VACUUM PLATERS LLC,115 S Union St,Mauston,Juneau
729032590,BRUNNER DRILLING & MANUFACTURING,Elroy Street,Elroy,Juneau
729034680,WALKER STAINLESS EQUIPMENT CO,625 W State St,New Lisbon,Juneau
729035450,LEER INC,300 S Jefferson St,New Lisbon,Juneau
729038640,SHADOWLAND OPERATING LLC,W10898 Ch C,Camp Douglas,Juneau
729040730,RAYOVAC CORP,,Wonewoc,Juneau
729040840,JUNEAU COUNTY LANDFILL #2,W7611 Ceylon Rd,Mauston,Juneau
729041390,ALLEN-BRADLEY CO,295 North Road,Mauston,Juneau
729041610,BICKFORD INC,960 S Monroe St,New Lisbon,Juneau
729042160,WALKER STAINLESS EQUIPMENT CO,902 2nd Main St,Elroy,Juneau
729043040,MAUSTON AREA RECYCLING SERVICE,820 Hanson St,Mauston,Juneau
729045240,SUNDAY'S FABRICARE CENTER,514 State Road 82,Mauston,Juneau
729045460,CENTRAL WISCONSIN HARDWOODS INC,Hwy 12,Lyndon Station,Juneau
729046890,BRUNNER DRILLING & MANUFACTURING,1025 Parker Dr,Mauston,Juneau
729048650,PURINA ANIMAL NUTRITION LLC,1020 North Rd,Mauston,Juneau
729051730,DIFCO LABS -- JUNEAU PACKAGING,,,Dane
729054260,MAUSTON VETERINARY CLINIC,Hwy 82E,Mauston,Juneau
729055690,VOLKFIELD ANG BASE,100 Independence Dr,Camp Douglas,Juneau
729056350,ENDEAVOR HARDWOODS INC,100 Industrial Ave,Lyndon Station,Juneau
729059100,ELROY MUNICIPAL ELECTRIC UTILITY (EMEU),507 Franklin St,Elroy,Juneau
729059870,FREUDENBERG-NOK GEN PART,900 Farnum Dr,Necedah,Juneau
729073950,NEW LISBON MEDIUM SECURITY PRISON,42nd St,New Lisbon,Juneau
729074170,SAND RIDGE SECURE TREATMENT FACILITY,North Street,Mauston,Juneau
734001290,ANTIGO AUTO SALES LLC,N24480 Hwy 45,Antigo,Langlade
734007890,AMRON L L C - ANTIGO,920 Amron Ave,Antigo,Langlade
734008220,SARTORI CO,907 9th Ave,Antigo,Langlade
734030220,ZELAZOSKI WOOD PRODUCTS INC,103 Edison St,Antigo,Langlade
734030880,ASPEN LUMBER CO,PO Box 99,Drummond,Bayfield
734033630,POLAR MANUFACTURING CO,W3955 Mill Rd,Bryant,Langlade
734044630,ROBBINS INC,747 Bissell St,White Lake,Langlade
734045510,QUICK WASH,131 S Superior St,Antigo,Langlade
734046060,LANGLADE COUNTY HIGHWAY DEPT,W562 Hwy C,Antigo,Langlade
734046390,DEJNO'S INC,920 Bridge St,Antigo,Langlade
734046720,KRETZ LUMBER CO,W11143 County Road G,Antigo,Langlade
734049360,ANTIGO CITY LANDFILL,Dump Road,Rolling,Langlade
734050350,SERVCO FS A DIVISION OF GROWMARK INC,1922 Edison St,Antigo,Langlade
734056070,EVERGREEN UNTD PENTECOSTAL SCHOOL AND CHURCH,W4603 Hwy 64,Elton,Langlade
734057940,PLASPACK USA INC,753 Amron Ave,Antigo,Langlade
735000970,HARLEY DAVIDSON-TOMAHAWK,611 Kaphaem Rd,Tomahawk,Lincoln
735007790,LINCOLN HILLS SCHOOL,Irma Wi,Irma,Lincoln
735008010,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,N9090 County Rd E,Tomahawk,Lincoln
735008450,WEINBRENNER SHOE COMPANY INC,108 S Polk St,Merrill,Lincoln
735008890,HARLEY DAVIDSON MOTOR COMPANY-TOMAHAWK SOMO FAC,426 E Somo Ave,Tomahawk,Lincoln
735009880,QUALITY CLEANERS,Same,,Lincoln
735032210,MERRILL EQUIPMENT CO,2209 Sturdevant St,Merrill,Lincoln
735034190,INTERFLEX GROUP,1401 W Taylor St,Merrill,Lincoln
735034850,FRANTZ MANUFACTURING,1815 Water St,Merrill,Lincoln
735035070,NORTHERN WIRE CORP,,Merrill,Lincoln
735037600,SEMLING-MENKE COMPANY INC,605 N Ohio St,Merrill,Lincoln
735049040,TOMAHAWK SAND & GRAVEL CO INC,South Tomahawk Av,Tomahawk,Lincoln
735049150,SEMLING-MENKE CO,400 S Kyes St,Merrill,Lincoln
735049370,MERRILL MANUFACTURING CORP,236 S Genesee St,Merrill,Lincoln
735049480,CLEANERS OF MERRILL,219 E 2nd St,Merrill,Lincoln
735051460,LINCOLN COUNTY SANITARY LANDFILL,N4750 Landfill Ln,Merrill,Lincoln
735051790,LINCOLN WOOD PRODUCTS,West Third St,Merrill,Lincoln
735052230,LINCOLN WOOD PRODUCTS PLT 1 PA/SI,701 N State St,Merrill,Lincoln
735052340,LINCOLN WOOD PRODUCTS,200 S State St,Merrill,Lincoln
735053550,FRONTLINE BUILDING PRODUCTS INC,301 N Foster St,Merrill,Lincoln
735053880,AGRA INDUSTRIES INC,1211 Water St,Merrill,Lincoln
735055420,NORTHLAND STAINLESS INC,1119 Bridge St,Tomahawk,Lincoln
735057840,REINDL PRINTING INC,1300 Johnson St,Merrill,Lincoln
735057950,LOUISIANA-PACIFIC CORPORATION-TOMAHAWK,Business Us Highway 51 South,Tomahawk,Lincoln
735058170,INTERSTATE TRUCKING CORP,PO Box 646,Merrill,Lincoln
735067300,MINISTRY GOOD SAMARITAN HEALTH CENTER,601 S Center Ave,Merrill,Lincoln
735067410,GOETSCH WELDING & MACHINE,9480 Hwy K South,Merrill,Lincoln
735067520,NORTHSTAR STEEL FABRICATING INC,753 Washington St,Rhinelander,Oneida
737001870,WAUSAU HARDWARE & MACHINE CO INC,T3680 Cty Hwy Ww,Wausau,Marathon
737002310,ADVANCE CONCRETE AND EXCAVATING INC,S3276 Eagle Rd,Spencer,Marathon
737003410,ATHENS HARD ROCK,6515 Cth H,Athens,Marathon
737003630,VAN DER GEEST DAIRY CATTLE INC,5555 County Highway A,Merrill,Marathon
737008690,WAUSAU CTY WASTEWATER TREATMENT PLT,435 Adrian St,Wausau,Marathon
737008910,LAND O' LAKES INC - CHEESE DIVISION,306 S Park St,Spencer,Marathon
737009020,WISCONSIN PUBLIC SERVICE CORPORATION- WESTON PLANT,2501 Morrison Ave,Rothschild,Marathon
737009240,GRAPHIC PACKAGING INTERNATIONAL INC,200 Central Bridge St,Wausau,Marathon
737009350,LIGNOTECH USA INC,100 Grand Ave,Rothschild,Marathon
737009460,3M CO WAUSAU PLANT,144 Rosecrans St,Wausau,Marathon
737009570,EXPERA SPECIALTY SOLUTIONS LLC,100 Main St,Mosinee,Marathon
737009900,FOREMOST FARMS USA - ROTHSCHILD,10202 Foremost Dr,Rothschild,Marathon
737010010,FOREMOST FARMS USA - MILAN,2294 Randall Rd,Milan,Marathon
737010450,DOMTAR PAPER COMPANY LLC,200 Grand Ave,Rothschild,Marathon
737011110,REGAL BELOIT AMERICA INC,100 E Randolph St,Wausau,Marathon
737011880,GAD CHEESE INC,2401 Cth C,Medford,Marathon
737013420,MULLINS CHEESE INC,M447 County Road C,Marshfield,Marathon
737014300,MENZNER LUMBER AND SUPPLY CO,105 Main St,Marathon,Marathon
737014520,ASPIRUS WAUSAU HOSPITAL,333 Pine Ridge Blvd,Wausau,Marathon
737024310,GORDON ALUMINUM INDUSTRIES/LONDERVILLE,1000 Mason St,Schofield,Marathon
737042570,VERITAS STEEL LLC,3526 Sherman St,Wausau,Marathon
737046090,MOSINEE DRY CLEANERS,735 Old Highway 51,Mosinee,Marathon
737048070,CAMELOT CLEANERS,2205 Grand Ave,Wausau,Marathon
737048180,CAMELOT CLEANERS,1808 Stewart Ave,Wausau,Marathon
737048290,CLASSIC CLEANERS,1902 N 6th St,Wausau,Marathon
737052690,APOGEE WAUSAU GROUP INC LINETEC DIVISION,7500 Stewart Ave,Wausau,Marathon
737053130,SIEMENS ENERGY INC,301 W Military Rd,Rothschild,Marathon
737053460,WAUSAU DOWNTOWN SHOPPING CENTER,301 Washington Street,Wausau,Marathon
737053790,WAUSAU TILE INC,9001 Us Highway 51,Wausau,Marathon
737054120,WI PUBLIC SREV CORP-WESTON ASH DISP SITE # 3,Legner Rd,Knowlton,Marathon
737054890,MARATHON COUNTY LANDFILL,Hwy 29,,Marathon
737055330,DELUXE DISPOSAL SERVICES,PO Box 67,Mosinee,Marathon
737055880,HOLTZ & KRAUSE LANDFILL,Kent Street,Wausau,Marathon
737056650,MOSINEE PAPER CORP LAND FILL,E 1/2 of S 1/2 of NW Qtr,Mosinee,Marathon
737057090,ROCK OIL REFINING INC,C4522 Hwy 97,Stratford,Marathon
737063030,HOFFERS'S COATINGS INC,310 S Bellis St,Wausau,Marathon
737063800,SNE ENTERPRISE,910 Cleveland Avenue,Wausau,Marathon
737063910,SONOCO CONSUMER PACKAGING GROUP,833 S 60th Ave,Wausau,Marathon
737064130,WILSON-HURD MFG CO INC,311 Winton St,Wausau,Marathon
737064240,MAGELLAN PIPELINE COMPANY L P - WAUSAU,2007 Old Highway 51,Kronenwetter,Marathon
737064570,WAUSAU DAILY HERALD,800 Scott St,Wausau,Marathon
737065120,MOXNESS PRODUCTS INC,6445 Packer Dr,Wausau,Marathon
737066660,WAUSAU HOMES INC,10805 Business Highway 51,Rothschild,Marathon
737068970,DUBAY INGREDIENTS LLC,D3102 Grand Meadow Rd,Stratford,Marathon
737071610,FISKARS INC,7811 Stewart Ave,Wausau,Marathon
737072930,BADGER BASKET CO,406 W Maple St,Edgar,Marathon
737073150,YACHS BODY & CUSTOM INC,906 Tulip Ln,Wausau,Marathon
